trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
732,False,"{'a': 0.002, 'e': 0.23177226634335515}",20,6,-22.028506319290745,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
733,False,"{'a': 0.002, 'e': 0.23130918504632592}",25,13,-64.35804750686204,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
734,False,"{'a': 0.002, 'e': 0.23084702898634524}",25,4,-14.066394191840015,"{0: 17, 1: 2, 2: 1, 3: 1, 4: 0}",1
735,False,"{'a': 0.002, 'e': 0.23038579631478834}",20,14,8.299457994345254,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.002, 'e': 0.22992548518672384}",25,8,19.067672705768256,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.002, 'e': 0.22946609376090668}",20,13,13.533004707320494,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.002, 'e': 0.2290076201997705}",20,8,13.593567632920006,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
739,False,"{'a': 0.002, 'e': 0.2285500626694205}",20,15,0.15973166796003246,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
740,False,"{'a': 0.002, 'e': 0.22809341933962587}",20,9,17.891863104899482,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.002, 'e': 0.22763768838381274}",20,12,-39.32662672933218,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
742,False,"{'a': 0.002, 'e': 0.22718286797905665}",20,1,-18.499070606951975,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 0}",1
743,False,"{'a': 0.002, 'e': 0.22672895630607542}",20,15,-31.49102197234802,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
744,False,"{'a': 0.002, 'e': 0.2262759515492217}",20,15,0.4789719927236975,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.002, 'e': 0.22582385189647586}",20,4,16.256649235740003,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
746,False,"{'a': 0.002, 'e': 0.22537265553943872}",25,18,15.429195984749809,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.002, 'e': 0.22492236067332425}",35,25,18.35866361042086,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.002, 'e': 0.22447296549695234}",20,3,-26.420571314400043,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
749,False,"{'a': 0.002, 'e': 0.22402446821274175}",20,14,6.383369076189943,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.002, 'e': 0.22357686702670268}",20,10,17.361444866713832,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.002, 'e': 0.22313016014842982}",25,9,6.806816691412282,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
752,False,"{'a': 0.002, 'e': 0.22268434579109508}",20,0,22.498692435278222,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
753,False,"{'a': 0.002, 'e': 0.2222394221714404}",20,9,7.510398083876365,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.002, 'e': 0.22179538750977074}",25,8,20.778411980177182,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
755,False,"{'a': 0.002, 'e': 0.22135224002994683}",25,11,23.42356228190632,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.002, 'e': 0.2209099779593782}",25,16,15.469024788678915,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.002, 'e': 0.22046859952901593}",20,14,11.762840387124369,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.002, 'e': 0.22002810297334574}",20,1,-118.13550019956492,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 3}",1
759,False,"{'a': 0.002, 'e': 0.21958848653038082}",25,20,10.542079248229648,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.002, 'e': 0.2191497484416548}",20,0,-24.250484265477247,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
761,False,"{'a': 0.002, 'e': 0.21871188695221475}",30,19,20.1131695804786,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.002, 'e': 0.21827490031061414}",20,0,27.091431608711492,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
763,False,"{'a': 0.002, 'e': 0.21783878676890578}",30,19,18.129163588048566,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.002, 'e': 0.21740354458263497}",25,11,-17.46764670688425,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
765,False,"{'a': 0.002, 'e': 0.21696917201083235}",25,9,26.079152653486844,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.002, 'e': 0.21653566731600707}",20,7,-22.43652857409033,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
767,False,"{'a': 0.002, 'e': 0.21610302876413975}",30,9,2.324880541836854,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
768,False,"{'a': 0.002, 'e': 0.21567125462467565}",25,18,-0.37340781845494453,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
769,False,"{'a': 0.002, 'e': 0.21524034317051757}",30,0,-86.89531244886916,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
770,False,"{'a': 0.002, 'e': 0.2148102926780192}",25,7,-25.7115409138036,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
771,False,"{'a': 0.002, 'e': 0.21438110142697794}",25,14,24.34144065265262,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.002, 'e': 0.21395276770062824}",20,13,12.932027688309187,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.002, 'e': 0.2135252897856346}",25,12,-4.489410092809056,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
774,False,"{'a': 0.002, 'e': 0.21309866597208482}",25,15,18.645069592343837,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.002, 'e': 0.21267289455348304}",20,9,-0.8301943593201155,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
776,False,"{'a': 0.002, 'e': 0.21224797382674304}",25,6,4.343675923936532,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
777,False,"{'a': 0.002, 'e': 0.21182390209218135}",35,7,0.7550828939294574,"{0: 25, 1: 0, 2: 2, 3: 1, 4: 0}",1
778,False,"{'a': 0.002, 'e': 0.21140067765351048}",20,16,9.383749721318813,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.002, 'e': 0.21097829881783206}",25,9,16.213400021221542,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
780,False,"{'a': 0.002, 'e': 0.21055676389563024}",20,0,6.309925294737889,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
781,False,"{'a': 0.002, 'e': 0.21013607120076472}",25,16,-50.934711882934344,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
782,False,"{'a': 0.002, 'e': 0.2097162190504642}",30,0,36.36634899749583,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
783,False,"{'a': 0.002, 'e': 0.20929720576531952}",25,0,0.6462547077410816,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
784,False,"{'a': 0.002, 'e': 0.20887902966927693}",35,22,23.293453419151888,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.002, 'e': 0.20846168908963153}",20,6,-74.82737362712403,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 2}",1
786,False,"{'a': 0.002, 'e': 0.20804518235702046}",20,3,-10.717586035732337,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
787,False,"{'a': 0.002, 'e': 0.2076295078054162}",20,7,14.18786882383741,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.002, 'e': 0.20721466377212}",30,16,26.942811079678847,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.002, 'e': 0.20680064859775515}",20,0,-26.924884753795194,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
790,False,"{'a': 0.002, 'e': 0.20638746062626045}",20,0,19.594218545150646,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
791,False,"{'a': 0.002, 'e': 0.20597509820488344}",25,16,-29.78565993670183,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
792,False,"{'a': 0.002, 'e': 0.2055635596841739}",25,13,23.3102054323739,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.002, 'e': 0.20515284341797715}",20,16,7.458000779093041,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.002, 'e': 0.20474294776342764}",30,0,17.990707536130483,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
795,False,"{'a': 0.002, 'e': 0.20433387108094214}",25,18,2.3126114683780834,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
796,False,"{'a': 0.002, 'e': 0.20392561173421342}",20,9,-16.15283566239232,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
797,False,"{'a': 0.002, 'e': 0.20351816809020354}",20,13,10.411317394383063,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.002, 'e': 0.20311153851913738}",25,16,-6.15984150313694,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
799,False,"{'a': 0.002, 'e': 0.2027057213944961}",25,1,30.92279581016296,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.002, 'e': 0.2023007150930107}",20,8,-24.668183853512826,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
801,False,"{'a': 0.002, 'e': 0.20189651799465538}",35,21,27.21897614180463,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.002, 'e': 0.20149312848264125}",20,0,14.16521757871625,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
803,False,"{'a': 0.002, 'e': 0.20109054494340972}",20,6,18.16082659909908,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.002, 'e': 0.20068876576662606}",25,17,14.341779277713876,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.002, 'e': 0.20028778934517305}",30,17,-8.044678947141357,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
806,False,"{'a': 0.002, 'e': 0.1998876140751445}",20,12,-2.6210340082377837,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
807,False,"{'a': 0.002, 'e': 0.19948823835583873}",20,14,11.47316498025347,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.002, 'e': 0.1990896605897524}",30,19,9.194047235409773,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
809,False,"{'a': 0.002, 'e': 0.19869187918257386}",25,20,6.746814049495615,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.002, 'e': 0.19829489254317698}",25,20,9.55527071113644,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.002, 'e': 0.19789869908361465}",20,12,-24.805435059758725,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
812,False,"{'a': 0.002, 'e': 0.19750329721911256}",20,12,-1.4725210677320497,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
813,False,"{'a': 0.002, 'e': 0.19710868536806264}",25,20,9.745652573580248,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.002, 'e': 0.19671486195201704}",25,9,-44.99279764650181,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
815,False,"{'a': 0.002, 'e': 0.1963218253956815}",25,17,1.0679923766297281,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
816,False,"{'a': 0.002, 'e': 0.19592957412690934}",25,10,19.33438841355616,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.002, 'e': 0.1955381065766949}",25,18,11.839645056508317,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.002, 'e': 0.1951474211791675}",30,18,21.366205271412024,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.002, 'e': 0.194757516371585}",30,16,15.66261083892675,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.002, 'e': 0.19436839059432767}",20,13,13.269788514120695,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.002, 'e': 0.19398004229089189}",20,10,-1.8533262762606242,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
822,False,"{'a': 0.002, 'e': 0.1935924699078839}",25,15,7.049175684907226,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
823,False,"{'a': 0.002, 'e': 0.19320567189501364}",25,20,8.71118810236226,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.002, 'e': 0.1928196467050886}",25,11,-9.769911178717622,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
825,False,"{'a': 0.002, 'e': 0.19243439279400748}",25,17,-9.267795357832867,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
826,False,"{'a': 0.002, 'e': 0.19204990862075408}",30,20,12.088438588048724,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.002, 'e': 0.19166619264739126}",25,6,8.07986774145475,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
828,False,"{'a': 0.002, 'e': 0.19128324333905458}",20,14,11.10322307464381,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.002, 'e': 0.19090105916394629}",30,16,20.9330482689736,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.002, 'e': 0.19051963859332918}",20,11,-14.556923846584272,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
831,False,"{'a': 0.002, 'e': 0.1901389801015205}",25,17,-27.264005029739096,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
832,False,"{'a': 0.002, 'e': 0.18975908216588572}",25,14,10.561123464596484,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
833,False,"{'a': 0.002, 'e': 0.18937994326683263}",30,13,18.78693629548417,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
834,False,"{'a': 0.002, 'e': 0.18900156188780515}",20,9,-11.737166222326707,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
835,False,"{'a': 0.002, 'e': 0.1886239365152772}",35,10,-19.0958584823755,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",1
836,False,"{'a': 0.002, 'e': 0.1882470656387468}",20,9,19.5717714086107,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.002, 'e': 0.18787094775072993}",25,8,7.167656896760417,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
838,False,"{'a': 0.002, 'e': 0.18749558134675456}",20,15,6.761305667168549,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.002, 'e': 0.1871209649253546}",20,12,14.215836080039338,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.002, 'e': 0.1867470969880638}",20,14,12.474232337869065,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.002, 'e': 0.18637397603940997}",20,0,27.504290888764732,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
842,False,"{'a': 0.002, 'e': 0.1860016005869088}",20,1,-11.573870977848653,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
843,False,"{'a': 0.002, 'e': 0.18562996914105798}",20,12,-25.471609329073956,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
844,False,"{'a': 0.002, 'e': 0.18525908021533122}",25,19,10.362067237931704,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.002, 'e': 0.18488893232617234}",30,7,5.019557160768967,"{0: 20, 1: 2, 2: 0, 3: 1, 4: 0}",1
846,False,"{'a': 0.002, 'e': 0.18451952399298926}",25,12,-60.75191092076352,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 2}",1
847,False,"{'a': 0.002, 'e': 0.1841508537381482}",20,6,26.90814626786036,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.002, 'e': 0.18378292008696764}",20,16,9.307722844005205,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.002, 'e': 0.18341572156771246}",20,16,6.057913499087773,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.002, 'e': 0.18304925671158812}",25,2,19.341476055053825,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
851,False,"{'a': 0.002, 'e': 0.18268352405273466}",25,11,6.282742405287443,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
852,False,"{'a': 0.002, 'e': 0.182318522128221}",20,4,-5.277499380766351,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
853,False,"{'a': 0.002, 'e': 0.18195424947803895}",25,13,11.989806531738571,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
854,False,"{'a': 0.002, 'e': 0.1815907046450974}",20,13,6.948372327481095,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.002, 'e': 0.1812278861752166}",20,10,-38.46437678183994,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
856,False,"{'a': 0.002, 'e': 0.1808657926171221}",25,3,4.1455484696375215,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
857,False,"{'a': 0.002, 'e': 0.18050442252243923}",25,16,-5.876688565284455,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
858,False,"{'a': 0.002, 'e': 0.1801437744456871}",30,18,10.391556840864041,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
859,False,"{'a': 0.002, 'e': 0.17978384694427296}",25,7,8.607768193053499,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
860,False,"{'a': 0.002, 'e': 0.17942463857848634}",20,6,26.451817978089498,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.002, 'e': 0.17906614791149322}",20,10,15.615609904465906,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.002, 'e': 0.17870837350933053}",20,1,0.3418914691781014,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
863,False,"{'a': 0.002, 'e': 0.17835131394090015}",25,19,2.9964922071317805,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.002, 'e': 0.17799496777796334}",30,22,15.054010540211312,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.002, 'e': 0.17763933359513495}",20,3,4.91288373458868,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
866,False,"{'a': 0.002, 'e': 0.17728440996987782}",20,6,24.42309443759298,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.002, 'e': 0.17693019548249692}",30,13,7.233106062030228,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
868,False,"{'a': 0.002, 'e': 0.17657668871613388}",30,18,-45.33244715896595,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
869,False,"{'a': 0.002, 'e': 0.1762238882567611}",20,11,5.9398835283045095,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
870,False,"{'a': 0.002, 'e': 0.17587179269317638}",20,13,0.5776798798596738,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
871,False,"{'a': 0.002, 'e': 0.17552040061699686}",20,3,31.70113025038209,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.002, 'e': 0.17516971062265388}",25,14,0.9200318602515343,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
873,False,"{'a': 0.002, 'e': 0.17481972130738693}",25,13,22.489450706075555,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.002, 'e': 0.17447043127123832}",20,11,15.812216278824325,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.002, 'e': 0.1741218391170474}",25,14,5.486954486455848,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
876,False,"{'a': 0.002, 'e': 0.17377394345044514}",25,15,-9.589774150581338,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
877,False,"{'a': 0.002, 'e': 0.17342674287984836}",20,7,21.106828968314474,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.002, 'e': 0.17308023601645434}",30,5,41.19769976750917,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.002, 'e': 0.17273442147423515}",30,16,7.424909407567879,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
880,False,"{'a': 0.002, 'e': 0.17238929786993218}",25,12,24.033337721006703,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.002, 'e': 0.17204486382305054}",20,7,10.094499901423617,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
882,False,"{'a': 0.002, 'e': 0.17170111795585358}",20,9,21.115130462868464,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.002, 'e': 0.17135805889335737}",25,11,15.946400392788389,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
884,False,"{'a': 0.002, 'e': 0.17101568526332522}",25,4,-10.009064629968337,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
885,False,"{'a': 0.002, 'e': 0.17067399569626215}",30,3,-7.957627350853479,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 1}",1
886,False,"{'a': 0.002, 'e': 0.17033298882540943}",25,15,-31.374255636719617,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
887,False,"{'a': 0.002, 'e': 0.16999266328673912}",20,0,14.024465351921778,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
888,False,"{'a': 0.002, 'e': 0.1696530177189486}",25,11,-56.308663992793996,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
889,False,"{'a': 0.002, 'e': 0.16931405076345518}",30,16,-13.05342884351423,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
890,False,"{'a': 0.002, 'e': 0.16897576106439058}",25,10,29.88765082202403,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.002, 'e': 0.1686381472685955}",20,13,10.10310064739721,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.002, 'e': 0.16830120802561438}",20,6,26.43185974245962,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.002, 'e': 0.16796494198768974}",20,11,15.137623876498855,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.002, 'e': 0.167629347809757}",30,21,16.318801641508013,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.002, 'e': 0.167294424149439}",25,5,-10.596324017727136,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
896,False,"{'a': 0.002, 'e': 0.1669601696670407}",25,16,15.490320084236869,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.002, 'e': 0.16662658302554365}",20,12,15.929044374552351,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.002, 'e': 0.16629366289060088}",30,13,21.260596033730085,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.002, 'e': 0.16596140793053138}",25,17,10.804738242045879,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.002, 'e': 0.16562981681631492}",25,8,-7.6316726976533165,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
901,False,"{'a': 0.002, 'e': 0.16529888822158653}",30,8,-27.669703653173276,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 1}",1
902,False,"{'a': 0.002, 'e': 0.16496862082263145}",20,7,6.747935180914664,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
903,False,"{'a': 0.002, 'e': 0.1646390132983796}",20,6,7.6307530758579105,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
904,False,"{'a': 0.002, 'e': 0.16431006433040046}",20,6,4.9758734831233475,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
905,False,"{'a': 0.002, 'e': 0.16398177260289773}",25,15,8.262526842001638,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
906,False,"{'a': 0.002, 'e': 0.16365413680270405}",20,13,12.434491403796365,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.002, 'e': 0.1633271556192758}",25,10,28.27943940365596,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.002, 'e': 0.16300082774468777}",35,0,25.387247159062767,"{0: 32, 1: 2, 2: 1, 3: 0, 4: 0}",0
909,False,"{'a': 0.002, 'e': 0.16267515187362808}",20,16,10.394371194997852,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.002, 'e': 0.16235012670339277}",20,0,21.66385830320023,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
911,False,"{'a': 0.002, 'e': 0.16202575093388075}",25,10,-15.93358512691783,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
912,False,"{'a': 0.002, 'e': 0.1617020232675885}",20,2,6.027264766822998,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
913,False,"{'a': 0.002, 'e': 0.16137894240960493}",30,17,13.054791054962559,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.002, 'e': 0.16105650706760616}",20,11,13.57946290678254,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.002, 'e': 0.16073471595185038}",20,12,17.085737165897726,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.002, 'e': 0.16041356777517274}",25,17,13.446468452554328,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
